-0.84323,0.26543,0
0.674,-0.42411,1
0.83747,-0.29036,1
0.51749,-0.079033,1
-0.29293,-0.0020838,0
0.62372,-0.55427,1
-0.20981,0.63468,0
0.12106,0.42548,0
0.5655,0.38298,1
0.14235,0.7291,0
0.19378,-0.44713,1
0.22406,0.79906,0
0.15872,-0.83269,1
-0.13404,0.23898,0
0.36491,-0.21224,1
-0.75316,0.15107,0
0.038032,0.45501,0
0.8372,0.26438,1
0.15949,-0.61585,1
-0.42148,0.090913,0
-0.57874,0.31661,0
0.14942,-0.57448,1
-0.16539,-0.68686,1
0.51016,-0.48033,1
0.10554,0.51049,0
0.10294,0.23305,0
0.22048,0.87323,0
0.14654,0.87587,0
0.56209,-0.19083,1
0.6954,0.44183,1
-0.14467,-0.33785,1
-0.70654,-0.44615,0
-0.75446,-0.5478,0
0.5403,-0.042092,1
-0.79533,0.001968,0
0.33759,-0.85312,1
0.79397,-0.34593,1
-0.78387,0.37228,0
-0.014238,0.7481,0
-0.30966,0.58463,0
0.80676,-0.36271,1
-0.21998,-0.33797,1
0.37151,-0.37718,1
-0.13081,0.74449,0
-0.62942,-0.69151,0
-0.57261,0.55323,0
-0.36009,0.58757,0
-0.57847,-0.23999,0
0.17673,-0.55279,1
-0.35795,-0.39822,1
0.65246,-0.54923,1
0.50328,-0.42901,1
-0.70907,-0.16942,0
0.56436,0.6877,1
0.42224,0.36176,0
-0.21878,-0.18917,1
-0.18616,0.39469,0
0.36844,0.5934,0
0.092142,-0.85775,1
-0.93781,-0.11631,0
-0.16001,0.11699,0
0.26329,-0.28251,1
0.68284,0.36159,1
-0.09519,-0.46087,1
-0.12034,-0.58898,1
0.34094,0.48156,0
0.94264,0.099357,1
0.15678,0.84183,0
0.20943,0.25058,0
0.038165,-0.90697,1
-0.46014,0.62999,0
0.21403,0.46427,0
0.017032,0.32269,0
-0.13906,-0.57646,1
0.17574,0.49564,0
-0.30661,0.15726,0
-0.46672,-0.0041081,0
-0.48851,0.13593,0
0.038704,0.062095,0
-0.14246,-0.41033,1
-0.019609,-0.1802,1
0.1219,-0.80169,1
-0.73717,-0.4678,0
0.28313,-0.80573,1
0.71898,0.11937,1
0.60432,-0.19786,1
0.61656,-0.56772,1
-0.38272,0.34676,0
-0.35936,0.64398,0
0.4588,-0.16311,1
-0.78501,-0.16134,0
-0.65479,0.56951,0
0.20098,-0.048553,1
-0.32258,0.17588,0
-0.64761,0.62423,0
0.56045,-0.080359,1
0.15351,0.57445,0
0.74584,0.50181,1
0.32378,-0.32343,1
-0.10253,0.44365,0
-0.13951,0.12297,0
0.22774,0.85722,0
0.10286,0.63226,0
0.83261,0.17117,1
0.34994,-0.38331,1
0.64848,0.43306,1
0.1118,-0.47321,1
-0.51716,0.70481,0
-0.6763,-0.25503,0
-0.87018,0.13493,0
0.66971,-0.015064,1
-0.4806,0.55216,0
-0.44334,0.12466,0
0.72645,0.0061594,1
-0.79953,-0.19848,0
-0.7505,-0.32771,0
-0.75409,0.24763,0
0.22642,-0.1333,1
-0.79684,-0.26933,0
-0.24684,0.81495,0
-0.91293,-0.068522,0
-0.36951,-0.6865,1
0.081904,0.41512,0
0.16909,-0.32189,1
0.46018,-0.3822,1
-0.24727,0.5328,0
0.51656,0.76099,1
-0.5203,-0.043256,0
-0.16284,0.34325,0
-0.61317,0.19707,0
-0.14241,0.50762,0
0.57856,0.14857,1
-0.74758,-0.2047,0
0.49464,-0.53884,1
0.5476,-0.01946,1
0.59923,0.66847,1
0.17311,0.63291,0
-0.40904,0.14565,0
0.0056488,-0.7315,1
-0.20402,-0.84504,1
0.047792,-0.084926,1
0.18875,-0.57908,1
-0.46069,0.33999,0
-0.70153,0.15704,0
-0.016854,-0.25278,1
0.89767,0.10227,1
